family,sci_name,hosts,location,sample_type,host_feeding,host_habitat,virus_host_count,infected_host_sample_size,actual_host_sample_size,read_count,read_prop,RPM
Parvoviridae,Canine parvovirus,Rodent,Ebonyi ,Liver,Omnivores,wild,6,56,104,4,2.23E-06,2.233306869
Parvoviridae,Capuchin kidney parvovirus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,31,6.79E-06,6.788176486
Parvoviridae,Dependoparvovirus sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,3,56,104,6,2.71E-06,2.706462491
Parvoviridae,Parvoviridae sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,4,1.58E-06,1.581195162
Parvoviridae,Parvovirinae sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,2,56,104,32,1.27E-05,12.69201375
Parvoviridae,Rat parvovirus 2,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,32,8.51E-06,8.513306869
Picobirnaviridae,Picobirnavirus sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,8,56,104,4,1.09E-06,1.094431369
Picornaviridae,Megrivirus sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,5,56,104,7,3.16E-06,3.157539573
Poxviridae,Molluscum contagiosum virus,Rodent,Ebonyi ,Liver,Omnivores,wild,3,56,104,55,5.76E-06,5.761395597
Rhabdoviridae,Wheat rosette stunt virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,18,2.93E-06,2.933626821
Tombusviridae,Hypsignathus monstrosus tombus-like virus 2,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,11,1.07E-05,10.73560356
Unclassifed,Longquan rodent ribovirus 1,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,5,1.66E-06,1.658505713
Unclassifed,Riboviria sp.,Rodent,Ondo ,Liver,Omnivores,wild,3,56,104,313,0.00024409,244.0896396
Unclassifed,Seli virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,10,2.46E-06,2.4618657
Adenoviridae,Human mastadenovirus D,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,30,1.74E-06,1.742490765
Adintoviridae,Terrapene box turtle adintovirus,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,128,4.04E-05,40.37946859
Anelloviridae,Chicken anemia virus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,6,4.27E-07,0.427145617
Arenaviridae,Mammarenavirus lassaense,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,1720,0.000572344,572.3435904
Arenaviridae,Mammarenavirus lassaense,Rodent,Ondo ,Lung,Omnivores,wild,1,56,104,4,7.74E-07,0.77387042
Arteriviridae,Arteriviridae sp.,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,1503,0.000409445,409.4452345
Arteriviridae,Bamboo rat arterivirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,9,2.32E-06,2.318325695
Arteriviridae,Lactate dehydrogenase-elevating virus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,17,4.85E-06,4.85183377
Arteriviridae,Porcine reproductive and respiratory syndrome virus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,26,7.92E-06,7.915889964
Astroviridae,Astrovirus wild boar/WBAstV-1/2011/HUN,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,814,5.81E-05,58.1
Astroviridae,Mamastrovirus 3,Rodent,Ondo,Lung,Omnivores,wild,5,56,104,168,1.19E-05,11.86277053
Astroviridae,Mamastrovirus sp.,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,99,7.43E-06,7.43320155
Astroviridae,Porcine astrovirus 2,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,11841,0.000844975,844.975
Astroviridae,Porcine astrovirus 4,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,170,1.21E-05,12.06191712
Astroviridae,Zhejiang porcine bastro-like virus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,10,6.95E-07,0.694681505
Caulimoviridae,Alhagi bacilliform virus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,6,3.48E-07,0.348498153
Circoviridae,Circovirus sp.,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,4437,0.000316536,316.5360031
Circoviridae,Po-Circo-like virus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,148,1.06E-05,10.6
Circoviridae,Porcine circovirus 5,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,37,2.64E-06,2.64
Circoviridae,Porcine stool-associated circular virus 5,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,700,4.86E-05,48.62770532
Circoviridae,Porcine stool-associated circular virus/BEL/15V010,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,30269,0.002159994,2159.994
Coronaviridae,Avian coronavirus,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,36145,0.002649289,2649.289212
Coronaviridae,Canada goose coronavirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,764,5.44E-05,54.38987517
Coronaviridae,Coronavirus PREDICT_CoV-100,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,2649,0.000188584,188.5843915
Coronaviridae,Duck coronavirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,79,5.62E-06,5.624083951
Coronaviridae,Duck coronavirus 2714,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,7659,0.000566787,566.7871991
Coronaviridae,Duck-dominant coronavirus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,7503,0.000533509,533.5086642
Coronaviridae,Gammacoronavirus sp.,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,17979,0.001328357,1328.356502
Coronaviridae,Guinea fowl coronavirus,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,4,2.85E-07,0.284763744
Coronaviridae,Infectious bronchitis virus,Rodent,Ondo,Lung,Omnivores,wild,5,56,104,136445,0.0098805,9880.499711
Coronaviridae,Infectious bronchitis virus 4/91,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,19,1.35E-06,1.352627786
Coronaviridae,Mallard coronavirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,309,2.20E-05,21.99799925
Coronaviridae,Middle East respiratory syndrome-related coronavirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,105,7.48E-06,7.475048289
Coronaviridae,Mute swan feces associated gammacoronavirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,346,2.46E-05,24.63206389
Coronaviridae,Pheasant coronavirus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,155,1.10E-05,11.03459509
Coronaviridae,Pigeon-dominant Coronavirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,16030,0.001179941,1179.941013
Coronaviridae,Turkey coronavirus,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,1044,7.43E-05,74.32333727
Coronaviridae,Waterbird gammacoronavirus 1,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,6,4.27E-07,0.427145617
Coronaviridae,Yunnan coronavirus 3,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,169,1.20E-05,12.0312682
Coronaviridae,Zaria bat coronavirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,274,1.95E-05,19.50631649
Genomoviridae,Chicken genomovirus mg8_416,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,4,2.78E-07,0.277872602
Genomoviridae,Chicken stool-associated gemycircularvirus,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,22,1.53E-06,1.52829931
Genomoviridae,Chimpanzee gemykibivirus,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,20,1.16E-06,1.16166051
Genomoviridae,Genomoviridae sp.,Rodent,Ondo,Lung,Omnivores,wild,6,56,104,1161,6.76E-05,67.59378436
Genomoviridae,Gila monster-associated gemycircularvirus 1,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,46,8.25E-06,8.249354365
Genomoviridae,Human associated gemykibivirus 2,Rodent,Ondo,Lung,Omnivores,wild,5,56,104,16,9.29E-07,0.929328408
Genomoviridae,MSSI2.225 virus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,12,3.09E-06,3.091100927
Orthoherpesviridae,Bandicota savilei rhadinovirus 1,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,7,2.23E-05,22.2800797
Orthoherpesviridae,Gallid alphaherpesvirus 2,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,782,5.69E-05,56.85926448
Orthoherpesviridae,Gallid alphaherpesvirus 3,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,1622,0.000117533,117.5330461
Orthoherpesviridae,Marek's disease herpesvirus strain GA,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,18,1.28E-06,1.28143685
Orthoherpesviridae,Marek's disease virus serotype 2 MDV2,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,73,5.34E-06,5.33739153
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 1,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,30,9.71E-05,97.09163351
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 2,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,58,0.000184606,184.6063746
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 3,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,61,0.000194155,194.1549802
Orthoherpesviridae,Meleagrid alphaherpesvirus 1,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,40,2.86E-06,2.858873699
Orthoherpesviridae,Murid betaherpesvirus 1,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,141,0.000460083,460.0827691
Orthoherpesviridae,Murid betaherpesvirus 2,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,16,5.09E-05,50.92589645
Orthoherpesviridae,Murid betaherpesvirus 8,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,347,0.001116549,1116.549475
Orthoherpesviridae,Murine cytomegalovirus (strain K181),Rodent,Ondo,Lung,Omnivores,wild,1,56,104,36,0.000117912,117.9115538
Orthoherpesviridae,Rat cytomegalovirus ALL-03,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,29,9.23E-05,92.30318732
Orthoherpesviridae,Rattus exulans cytomegalovirus 1,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,4,1.27E-05,12.73147411
Orthoherpesviridae,Suid betaherpesvirus 2,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,87,5.05E-06,5.053223219
Orthoherpesviridae,rat cytomegalovirus strain Maastricht,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,8,2.55E-05,25.46294823
Orthomyxoviridae,Influenza A virus (A/chicken/Iran/SR110/2007(H9N2)),Rodent,Ondo,Lung,Omnivores,wild,1,56,104,4,1.09E-06,1.090414439
Papillomaviridae,Human papillomavirus 155,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,232,6.94E-05,69.37639708
Papillomaviridae,Human papillomavirus 80,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,6,1.64E-06,1.635621659
Papillomaviridae,Rattus norvegicus papillomavirus 2,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,8,2.55E-05,25.46294823
Paramyxoviridae,peste-des-petits-ruminants virus,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,8,2.59E-06,2.589186135
Partitiviridae,Partitiviridae sp.,Rodent,Ondo,Lung,Omnivores,wild,5,56,104,2265,0.000161613,161.6128089
Parvoviridae,Canine parvovirus,Rodent,Ondo,Lung,Omnivores,wild,6,56,104,6,1.66E-06,1.660202943
Parvoviridae,Feline panleukopenia virus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,8,2.59E-06,2.589186135
Parvoviridae,Porcine bocavirus,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,382,2.72E-05,27.2168089
Parvoviridae,Porcine bocavirus 3,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,581,4.14E-05,41.38393937
Parvoviridae,Porcine bocavirus 3C,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,75,5.35E-06,5.35
Picobirnaviridae,Dromedary picobirnavirus,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,291,2.07E-05,20.73244896
Picobirnaviridae,Hainan picobirnavirus 19,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,36,2.50E-06,2.500853416
Picobirnaviridae,Marmot picobirnavirus,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,12,8.34E-07,0.833617805
Picobirnaviridae,Otarine picobirnavirus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,6,4.17E-07,0.416808903
Picobirnaviridae,Picobirnavirus PREDICT_PbV-98,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,17,1.18E-06,1.180958558
Picobirnaviridae,Picobirnavirus sp.,Rodent,Ondo,Lung,Omnivores,wild,8,56,104,863,6.25E-05,62.51040727
Picobirnaviridae,Porcine picobirnavirus,Rodent,Ondo,Lung,Omnivores,wild,6,56,104,7018,0.000500322,500.3220376
Picornaviridae,Anativirus sp.,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,29,2.15E-06,2.15
Picornaviridae,Chicken picornavirus UCC/PhV,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,46,3.41E-06,3.41
Picornaviridae,Gallivirus sp.,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,10,7.12E-07,0.711909361
Picornaviridae,Kobuvirus cebes,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,5,3.47E-07,0.347340752
Picornaviridae,Megrivirus sp.,Rodent,Ondo,Lung,Omnivores,wild,5,56,104,7569,0.000560544,560.544
Picornaviridae,Phacovirus sp.,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,51,3.78E-06,3.78
Picornaviridae,Porcine kobuvirus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,63,4.47E-06,4.470958558
Picornaviridae,Posavirus 1,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,12,8.34E-07,0.833617805
Picornaviridae,Sicinivirus sp.,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,5632,0.000417116,417.116
Picornaviridae,Teschovirus A,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,35,2.43E-06,2.431385266
Picornaviridae,Teschovirus sp.,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,64,4.45E-06,4.445961629
Picornaviridae,megrivirus C2,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,719,5.31E-05,53.0595468
Picornaviridae,teschovirus A2,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,82,5.85E-06,5.85
Picornaviridae,teschovirus A9,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,281,2.01E-05,20.1
Polyomaviridae,Merkel cell polyomavirus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,12,3.88E-06,3.883779202
Poxviridae,Molluscum contagiosum virus,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,14,3.82E-06,3.816450537
Poxviridae,Molluscum contagiosum virus subtype 2,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,6,1.64E-06,1.635621659
Poxviridae,Orf virus,Rodent,Ondo,Lung,Omnivores,wild,7,56,104,167,9.70E-06,9.699865259
Redondoviridae,Porcine redondovirus 1,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,11,7.64E-07,0.764149655
Sedoreoviridae,Human rotavirus A,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,264,1.87E-05,18.73181197
Sedoreoviridae,Porcine rotavirus,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,33,2.29E-06,2.292448965
Sedoreoviridae,Porcine rotavirus A,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,28,1.95E-06,1.945108213
Sedoreoviridae,Rotavirus A,Rodent,Ondo,Lung,Omnivores,wild,4,56,104,254,1.80E-05,18.00383423
Tobaniviridae,Goat torovirus,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,6,1.94E-06,1.941889601
Tobaniviridae,Torovirus sp.,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,9,2.91E-06,2.912834401
Unclassifed,Circular ssDNA virus sp.,Rodent,Ondo,Lung,Omnivores,wild,2,56,104,16,1.11E-06,1.111490407
Unclassifed,Diabrotica virgifera virgifera virus 1,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,4,1.29E-06,1.294593067
Unclassifed,Porcine kirkovirus,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,11,7.64E-07,0.764149655
Unclassifed,Posavirus sp.,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,4,2.78E-07,0.277872602
Unclassifed,Riboviria sp.,Rodent,Ondo,Lung,Omnivores,wild,3,56,104,270,9.13E-05,91.3
Unclassifed,Wenzhou bat ribovirus 4,Rodent,Ondo,Lung,Omnivores,wild,1,56,104,11,1.82E-06,1.824626217
Anelloviridae,Nayun tick torquevirus,Rodent,Ondo,Swab,Omnivores,wild,3,56,104,7,4.29E-06,4.290377664
Anelloviridae,Tick associated torque teno virus,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,4,2.45E-06,2.451644379
Astroviridae,Human astrovirus 2,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,6,3.68E-06,3.677466569
Astroviridae,Mamastrovirus 3,Rodent,Ondo,Swab,Omnivores,wild,5,56,104,97,5.95E-05,59.4523762
Coronaviridae,Betacoronavirus 1,Rodent,Ondo,Swab,Omnivores,wild,4,56,104,6,3.68E-06,3.677466569
Coronaviridae,Bovine coronavirus,Rodent,Ondo,Swab,Omnivores,wild,5,56,104,8,4.90E-06,4.903288758
Coronaviridae,Canine respiratory coronavirus,Rodent,Ondo,Swab,Omnivores,wild,3,56,104,4,2.45E-06,2.451644379
Coronaviridae,Porcine hemagglutinating encephalomyelitis virus,Rodent,Ondo,Swab,Omnivores,wild,2,56,104,20,1.23E-05,12.2582219
Orthoherpesviridae,Canid alphaherpesvirus 1,Rodent,Ondo,Swab,Omnivores,wild,2,56,104,672,0.000458754,458.7536591
Orthoherpesviridae,Walrus alphaherpesvirus 1,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,10,6.13E-06,6.129110948
Papillomaviridae,Canine papillomavirus 22,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,126,0.000103429,103.4291109
Papillomaviridae,Canine papillomavirus 23,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,69,5.50E-05,54.96784423
Papillomaviridae,Canis familiaris papillomavirus 13,Rodent,Ondo,Swab,Omnivores,wild,2,56,104,262,0.000160583,160.5825327
Papillomaviridae,Human papillomavirus,Rodent,Ondo,Swab,Omnivores,wild,4,56,104,38,2.33E-05,23.2906216
Paramyxoviridae,peste-des-petits-ruminants virus,Rodent,Ondo,Swab,Omnivores,wild,4,56,104,4,2.45E-06,2.451644379
Picobirnaviridae,Marmot picobirnavirus,Rodent,Ondo,Swab,Omnivores,wild,4,56,104,4,2.45E-06,2.451644379
Picobirnaviridae,Picobirnavirus sp.,Rodent,Ondo,Swab,Omnivores,wild,8,56,104,10,6.13E-06,6.129110948
Picornaviridae,Feline kobuvirus,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,4,2.45E-06,2.451644379
Picornaviridae,Kobuvirus aichi,Rodent,Ondo,Swab,Omnivores,wild,2,56,104,25,1.53E-05,15.32277737
Picornaviridae,Marmot kobuvirus,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,65,5.25E-05,52.51619985
Picornaviridae,aichivirus A6,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,74,6.21E-05,62.1
Picornaviridae,aichivirus A8,Rodent,Ondo,Swab,Omnivores,wild,1,56,104,54,4.40E-05,43.97746657
Poxviridae,Orf virus,Rodent,Ondo,Swab,Omnivores,wild,7,56,104,6,3.68E-06,3.677466569
Unclassifed,Hainan astro-like virus 1,Rodent,Ondo,Swab,Omnivores,wild,2,56,104,15,1.12E-05,11.22746657
Unclassifed,Hainan astro-like virus 2,Rodent,Ondo,Swab,Omnivores,wild,2,56,104,8,4.90E-06,4.903288758
Adenoviridae,Fowl aviadenovirus 1,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,1,11,11,12,1.46E-05,14.62048867
Botourmiaviridae,Botourmiaviridae sp.,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,4,2.37E-07,0.237182706
Coronaviridae,Infectious bronchitis virus,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,5,11,11,12,1.46E-05,14.62048867
Genomoviridae,Chimpanzee gemykibivirus,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,3,11,11,56,6.82E-05,68.22894711
Genomoviridae,Genomoviridae sp.,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,6,11,11,234,0.000285099,285.0994975
Genomoviridae,Gila monster-associated gemycircularvirus 1,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,3,11,11,449,0.00054705,547.05
Genomoviridae,Human associated gemykibivirus 2,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,5,11,11,30,3.66E-05,36.55122166
Genomoviridae,Plant associated genomovirus 6,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,148,0.000180319,180.319
Mitoviridae,Mitoviridae sp.,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,3,11,11,10,5.93E-07,0.592956765
Mitoviridae,Paris mitovirus 1,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,1,11,11,6,3.56E-07,0.355774059
Narnaviridae,Yellow silver pine associated narna-like virus 37,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,1,11,11,4,2.37E-07,0.237182706
Orthoherpesviridae,Gallid alphaherpesvirus 2,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,4,11,11,36,4.39E-05,43.861466
Papillomaviridae,Human papillomavirus,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,4,11,11,32,3.90E-05,38.98796977
Papillomaviridae,Human papillomavirus 122,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,1,11,11,4,4.87E-06,4.873496222
Papillomaviridae,Human papillomavirus 17,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,28,3.41E-05,34.11447355
Papillomaviridae,Human papillomavirus 37,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,1,11,11,10,1.22E-05,12.18374055
Papillomaviridae,Human papillomavirus 80,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,24,2.92E-05,29.24097733
Papillomaviridae,human papillomavirus 24,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,46,5.60E-05,56.04520655
Paramyxoviridae,Pigeon paramyxovirus 1,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,1,11,11,16,1.95E-05,19.49398489
Paramyxoviridae,avian paramyxovirus 1,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,28,3.41E-05,34.11447355
Parvoviridae,Canine parvovirus,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,6,11,11,16,2.20E-05,22
Parvoviridae,Zophobas morio black wasting virus,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,8,9.75E-06,9.746992444
Picobirnaviridae,Picobirnavirus sp.,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,8,11,11,29,1.72E-06,1.719574618
Poxviridae,Molluscum contagiosum virus,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,3,11,11,184,0.000224181,224.1808262
Poxviridae,Molluscum contagiosum virus subtype 1,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,3,11,11,12,1.46E-05,14.62048867
Poxviridae,Molluscum contagiosum virus subtype 2,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,2,11,11,14,1.71E-05,17.05723678
Sedoreoviridae,Porcine rotavirus A,Sheep,Ebonyi ,Oral,Herbivores,peri-domesticated,4,11,11,8,5.11E-06,5.110678928
Genomoviridae,Human associated gemykibivirus 2,Sheep,Ebonyi ,Rectal,Herbivores,peri-domesticated,5,11,11,40,1.90E-05,19.02245506
Parvoviridae,Protoparvovirus sp.,Sheep,Ebonyi ,Rectal,Herbivores,peri-domesticated,2,11,11,7,3.33E-06,3.328929635
Picobirnaviridae,Human picobirnavirus,Sheep,Ebonyi ,Rectal,Herbivores,peri-domesticated,3,11,11,6,2.85E-06,2.853368259
Picobirnaviridae,Picobirnaviridae sp.,Sheep,Ebonyi ,Rectal,Herbivores,peri-domesticated,3,11,11,55,2.62E-05,26.1558757
Picobirnaviridae,Picobirnavirus sp.,Sheep,Ebonyi ,Rectal,Herbivores,peri-domesticated,8,11,11,6,2.85E-06,2.853368259
Poxviridae,Molluscum contagiosum virus subtype 1,Sheep,Ebonyi ,Rectal,Herbivores,peri-domesticated,3,11,11,18,8.56E-06,8.560104776
Poxviridae,Orf virus,Sheep,Ebonyi ,Rectal,Herbivores,peri-domesticated,7,11,11,14,6.66E-06,6.65785927
Adenoviridae,Bat mastadenovirus,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,1,11,11,8,5.59E-07,0.558557726
Adenoviridae,Muntjac deer mastadenovirus KH-2015,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,1,11,11,4,7.89E-07,0.789067315
Adenoviridae,unidentified human adenovirus,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,1,11,11,6,1.18E-06,1.183600972
Astroviridae,Mamastrovirus 1,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,2,11,11,4,3.26E-07,0.32592187
Astroviridae,Mamastrovirus 3,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,5,11,11,3025,0.000211205,211.205
Betaflexiviridae,Yam virus Y,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,1,11,11,23,1.89E-06,1.888648416
Closteroviridae,Citrus tristeza virus,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,1,11,11,18,1.47E-06,1.466648415
Coronaviridae,Betacoronavirus 1,Sheep,Ondo,Swab,Herbivores,peri-domesticated,4,11,11,78,5.54E-06,5.544559505
Coronaviridae,Bovine coronavirus,Sheep,Ondo,Swab,Herbivores,peri-domesticated,5,11,11,235,1.66E-05,16.5952091
Coronaviridae,Bovine coronavirus E-AH65-TC,Sheep,Ondo,Swab,Herbivores,peri-domesticated,1,11,11,37,2.66E-06,2.66
Coronaviridae,Camel coronavirus HKU23,Sheep,Ondo,Swab,Herbivores,peri-domesticated,2,11,11,14,9.76E-07,0.975779753
Coronaviridae,Canine respiratory coronavirus,Sheep,Ondo,Swab,Herbivores,peri-domesticated,3,11,11,18,1.29E-06,1.29
Coronaviridae,Dromedary camel coronavirus HKU23,Sheep,Ondo,Swab,Herbivores,peri-domesticated,2,11,11,158,1.13E-05,11.32758843
Coronaviridae,Equine coronavirus CH21,Sheep,Ondo,Swab,Herbivores,peri-domesticated,1,11,11,10,6.97E-07,0.696985538
Coronaviridae,Human coronavirus OC43,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,3,11,11,8,1.58E-06,1.578134629
Coronaviridae,Human coronavirus OC43,Sheep,Ondo,Swab,Herbivores,peri-domesticated,3,11,11,27,1.88E-06,1.881860952
Coronaviridae,unidentified human coronavirus,Sheep,Ondo,Swab,Herbivores,peri-domesticated,2,11,11,6,4.18E-07,0.418191323
Genomoviridae,Chimpanzee gemykibivirus,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,3,11,11,6,4.19E-07,0.418918294
Genomoviridae,Genomoviridae sp.,Sheep,Ebonyi,Swab,Herbivores,peri-domesticated,6,11,11,9,1.78E-06,1.775401458
Genomoviridae,Genomoviridae sp.,Sheep,Ondo,Swab,Herbivores,peri-domesticated,6,11,11,4,2.91E-07,0.291057604
